No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,Accounts,FICO,FICO_Band,Utilization_Band,DTI_Band,DTI_Band_10pct,LoanAmount_Band,Asset_Band,Predicted_Chargeoff_Score
0,22,0,0,0,0,0,1,0,1,1,1,0,0,2207,3,2,0,132,0.2160694,41331,0,0,0,0,,506,0.003193729,1,Poor,501-510,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
1,22,0,0,1,0,0,1,0,1,0,0,1,1,423,3,3,0,862,0.139432349,28691,0,0,0,0,,,0.030044265,1,,,Low (10-30%),Target (<36%),3–5%,No debt,<500,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,1365,3,0,1,1148,0.49397713,18322,1,1,18210,0,,,0.062656915,1,,,Moderate (30-60%),Target (<36%),5–7%,Very High (>15K),1001-1500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1833,2,1,0,800,0.002096961,23409,1,0,0,0,,561,0.03417489,1,Poor,561-570,Very Low (<10%),Target (<36%),3–5%,No debt,1501-2000,0
1,21,0,0,1,0,0,0,0,1,0,1,1,1,2138,3,0,0,586.4,0.205113001,33503,0,0,0,1,,,0.01750291,1,,,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,1
0,22,0,0,0,0,0,1,0,0,1,0,0,0,314,3,2,0,889,0.263398341,31120,0,1,5529,0,,616,0.028566838,1,Fair,611-620,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),<500,0
0,19,0,0,0,0,0,0,0,1,0,1,0,1,2192,1,1,0,575.2,0.618911317,52216,1,1,14114.8,1,,633,0.011015781,1,Fair,631-640,High (60-100%),Target (<36%),1–3%,High (10K–15K),2001-2500,1
0,20,0,0,0,0,0,0,0,0,0,0,1,0,473,1,1,0,36.8,0.511683289,29917,0,0,0,0,,605,0.00123007,1,Fair,601-610,Moderate (30-60%),Target (<36%),<1%,No debt,<500,0
0,24,0,0,1,0,0,0,0,1,1,1,0,0,146,2,2,0,82,0.047192387,36306,0,0,0,0,,675,0.00225858,1,Good,671-680,Very Low (<10%),Target (<36%),<1%,No debt,<500,0
1,21,0,0,0,0,0,0,0,0,0,0,0,1,509,3,3,1,136.8,0.338136579,24190,1,1,9647.4,0,,,0.005655229,1,,,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,585,3,1,1,322.4,0.042032221,49033,0,0,0,0,,663,0.006575164,1,Fair,661-670,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,547,0,2,0,499.2,0.463592898,51094,1,0,0,0,,641,0.009770227,1,Fair,641-650,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1605,0,2,0,753,0.262500741,49657,0,1,22125,0,,,0.015164025,1,,,Low (10-30%),Target (<36%),1–3%,Very High (>15K),1501-2000,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1294,1,1,0,276,0.291867603,54277,1,1,15734.6,0,,583,0.005085027,1,Fair,581-590,Low (10-30%),Target (<36%),<1%,Very High (>15K),1001-1500,0
1,20,0,0,0,0,0,1,0,0,0,0,0,0,976,0,2,1,802.4,0.302749034,40954,0,1,15841.7,0,,,0.019592714,1,,,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),501-1000,0
0,23,0,0,0,0,0,1,0,1,0,0,0,0,2748,2,0,0,865,0.17882615,49046,0,1,10552,1,,541,0.017636505,1,Poor,541-550,Low (10-30%),Target (<36%),1–3%,High (10K–15K),>2500,1
1,19,0,0,1,0,0,0,0,1,1,1,1,0,1665,3,2,1,354.4,0.162488826,33154,1,1,11130.7,0,,,0.01068951,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
1,23,0,0,0,0,0,1,0,0,1,0,0,0,200,3,1,1,829,0,36714,0,1,18811,0,,,0.022579942,1,,,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),<500,0
1,23,0,0,0,0,0,1,1,1,1,1,0,0,1910,3,0,0,251,0.378450951,44291,1,1,14369,0,,,0.005667066,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,24,0,0,0,0,0,0,0,0,0,0,0,1,1290,0,2,0,229,0.422399132,39556,0,0,0,0,,591,0.005789261,1,Fair,591-600,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
0,24,0,0,0,0,0,1,1,0,1,0,1,0,2689,3,1,0,744,0.397291617,19667,0,1,16143,0,,530,0.037829867,1,Poor,521-530,Moderate (30-60%),Target (<36%),3–5%,Very High (>15K),>2500,0
0,19,0,0,0,0,0,0,0,0,0,0,1,0,729,2,0,1,231.2,0.003731261,44580,0,1,1509.2,0,,653,0.005186182,1,Fair,651-660,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),501-1000,0
0,23,0,0,1,0,0,0,0,0,0,0,1,0,2197,0,2,0,250,0.285609125,26905,0,0,0,1,50,632,0.009291953,1,Fair,631-640,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,1
0,20,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,1,1533.6,0.216395429,48995,0,0,0,0,,554,0.031301153,1,Poor,551-560,Low (10-30%),Target (<36%),3–5%,No debt,1001-1500,0
0,19,0,0,1,0,0,0,0,1,1,0,0,1,1970,1,1,0,120,0.232974043,25375,1,1,16976.4,0,,525,0.004729064,1,Poor,521-530,Low (10-30%),Target (<36%),<1%,Very High (>15K),1501-2000,0
1,25,0,0,0,0,0,1,1,1,1,1,1,0,193,3,2,0,498,0.295966074,26116,0,0,0,1,,,0.01906877,1,,,Low (10-30%),Target (<36%),1–3%,No debt,<500,1
0,23,0,0,0,0,0,1,0,0,0,0,0,1,2368,3,1,0,663,0.175730457,37727,0,0,0,0,,656,0.017573621,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,19,0,0,0,0,0,0,0,0,1,0,0,0,295,1,1,0,774.4,0.038102814,40747,0,0,0,0,,664,0.01900508,1,Fair,661-670,Very Low (<10%),Target (<36%),1–3%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1883,3,2,0,589.6,0,34151,0,0,0,0,,,0.017264502,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,1501-2000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2467,1,2,0,271.2,0.34163608,54160,0,0,0,0,,,0.005007386,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,0
0,24,0,0,1,0,0,0,0,1,0,1,0,0,1264,1,1,0,490,0.589182295,40014,0,0,0,1,,626,0.012245714,1,Fair,621-630,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,1
0,25,0,0,0,0,0,0,0,0,0,0,1,0,1519,0,1,0,919,0.646946139,46387,0,1,7965,0,,587,0.019811585,1,Fair,581-590,High (60-100%),Target (<36%),1–3%,Moderate (5K–10K),1501-2000,0
1,21,0,0,0,0,0,1,1,0,0,0,0,0,939,2,1,0,720,0.423265879,40938,0,0,0,0,,,0.017587571,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1542,1,2,0,336.8,0.050113758,33738,1,0,0,0,,,0.009982809,1,,,Very Low (<10%),Target (<36%),<1%,No debt,1501-2000,0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,458,1,0,0,438.4,0,50958,0,0,0,0,,612,0.008603163,1,Fair,611-620,Very Low (<10%),Target (<36%),<1%,No debt,<500,0
0,21,0,0,1,0,0,0,0,1,0,1,0,0,2141,0,2,0,368,0.634870519,50839,1,1,1894.2,1,,575,0.007238537,1,Poor,571-580,High (60-100%),Target (<36%),<1%,Low (1K–5K),2001-2500,1
0,21,0,0,1,0,0,0,1,1,0,1,0,0,2487,3,2,0,480,0.028630797,35193,0,1,13881,0,,570,0.013639076,1,Poor,561-570,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
0,25,0,0,0,0,0,0,0,0,1,0,0,0,2687,2,1,0,987,0.565182715,22266,0,0,0,0,,604,0.044327674,1,Fair,601-610,Moderate (30-60%),Target (<36%),3–5%,No debt,>2500,0
0,22,0,0,0,0,0,0,0,1,1,1,0,0,183,0,1,0,92,0.541853503,31061,0,0,0,1,,678,0.002961914,1,Good,671-680,Moderate (30-60%),Target (<36%),<1%,No debt,<500,1
1,22,0,0,0,0,0,0,0,0,1,0,0,0,2475,0,1,0,627,0.429587363,49154,0,0,0,0,,,0.012755829,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
1,24,0,0,0,0,0,1,0,1,0,1,0,0,1384,3,2,0,120,0.014986719,49600,0,0,0,1,,,0.002419355,1,,,Very Low (<10%),Target (<36%),<1%,No debt,1001-1500,1
1,19,0,0,0,0,0,0,0,0,0,0,0,0,967,2,0,0,294.4,0.030332742,52609,0,0,0,0,,,0.005596001,1,,,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
1,18,0,0,1,0,0,0,0,1,0,1,0,1,1746,1,0,0,12,0.355161437,49368,1,0,0,0,,,0.000243072,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
1,21,0,0,0,0,0,0,1,0,0,0,0,0,2636,3,1,1,163.2,0.10605941,35498,1,1,6376.3,0,,,0.004597442,1,,,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),>2500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1888,2,0,1,679,0.49608167,36044,0,0,0,0,,674,0.018838087,1,Good,671-680,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,937,2,1,0,291.2,0.186751317,22064,0,0,0,0,,656,0.01319797,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,269,3,0,0,121.6,0.347026434,21341,0,0,0,0,,523,0.005697952,1,Poor,521-530,Moderate (30-60%),Target (<36%),<1%,No debt,<500,0
0,23,0,0,1,0,0,1,0,1,0,0,1,0,2801,0,1,0,912,0.271950455,48296,0,1,7653,0,,650,0.018883551,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
1,22,0,0,0,0,0,0,0,1,0,0,0,0,2600,3,0,0,80,0.173641667,31807,0,1,2702,1,,,0.00251517,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),>2500,1
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2761,2,1,0,962,0.418664403,44406,0,0,0,0,,675,0.021663739,1,Good,671-680,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,2222,0,0,1,1490,0.125324759,36201,1,0,0,0,,605,0.041159084,1,Fair,601-610,Low (10-30%),Target (<36%),3–5%,No debt,2001-2500,0
0,18,0,0,0,0,0,0,1,0,1,0,0,0,694,0,1,0,506.4,0.259337879,39716,0,1,5453,0,,663,0.012750529,1,Fair,661-670,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),501-1000,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,791,1,1,0,448.8,0.386006541,47062,0,1,10652.6,0,,525,0.009536356,1,Poor,521-530,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),501-1000,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,2,0,149,0.387989244,46999,0,1,19488,0,,503,0.00317028,1,Poor,501-510,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),1501-2000,0
0,18,0,0,0,0,0,1,0,0,0,0,1,0,2111,2,1,0,355.2,0.457015347,51306,1,0,0,0,,559,0.006923167,1,Poor,551-560,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,0
0,23,0,0,0,0,0,1,0,0,1,0,1,0,1384,3,1,1,851,0.185171616,28313,0,1,4723,0,,506,0.030056864,1,Poor,501-510,Low (10-30%),Target (<36%),3–5%,Low (1K–5K),1001-1500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2811,3,0,0,553,0.070370416,48238,0,0,0,0,,658,0.011463991,1,Fair,651-660,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
1,19,0,0,0,0,0,0,1,1,0,1,0,0,121,2,2,0,84,0.186707599,36868,0,0,0,1,,,0.002278399,1,,,Low (10-30%),Target (<36%),<1%,No debt,<500,1
0,23,0,0,0,0,0,0,0,0,0,0,0,1,468,0,0,0,119,0.132167425,32350,0,0,0,0,,653,0.003678516,1,Fair,651-660,Low (10-30%),Target (<36%),<1%,No debt,<500,0
1,23,0,0,1,0,0,0,0,1,0,1,0,0,1617,2,0,0,118,0.153514672,32284,0,1,21857,0,,,0.003655061,1,,,Low (10-30%),Target (<36%),<1%,Very High (>15K),1501-2000,0
0,24,0,0,0,0,0,0,0,1,0,1,0,0,1867,3,1,0,217,0.486586681,53504,0,1,12051,0,,680,0.004055772,1,Good,671-680,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),1501-2000,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,586,0,2,0,228,0.391609079,52295,1,0,0,0,,,0.004359881,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,408,3,2,0,253.6,0.095906921,34041,0,1,16707.6,0,,,0.00744984,1,,,Very Low (<10%),Target (<36%),<1%,Very High (>15K),<500,0
1,24,0,0,0,0,0,1,0,0,1,0,1,0,1352,0,2,1,307,0.531397636,24646,0,1,18432,0,,,0.012456382,1,,,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),1001-1500,0
0,23,0,0,0,0,0,0,1,0,0,0,0,0,2308,2,0,0,252,0.004502791,20970,0,0,0,0,,638,0.012017167,1,Fair,631-640,Very Low (<10%),Target (<36%),1–3%,No debt,2001-2500,0
0,24,0,0,0,0,0,1,1,0,1,0,0,0,2434,2,2,0,489,0.442561376,49000,0,0,0,0,,583,0.009979592,1,Fair,581-590,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,1,1300,0,2,0,379.2,0.39125614,38432,0,0,0,0,,,0.009866778,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
1,25,0,0,0,0,0,1,1,1,1,1,0,0,1300,2,0,1,826,0.068556029,33716,0,0,0,1,,,0.024498754,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,1
0,22,0,0,0,0,0,1,1,0,0,0,0,0,2135,0,2,0,647,0.412775248,48978,0,1,13329,0,,618,0.013210013,1,Fair,611-620,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
1,24,0,0,0,0,0,1,0,0,1,0,1,0,2412,1,1,0,717,0.307727239,47173,0,0,0,0,,,0.015199373,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
1,18,0,0,1,0,0,0,0,0,0,1,1,0,1691,2,1,0,105.6,0.222658499,35151,0,1,10175.2,1,,,0.003004182,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),1501-2000,1
0,22,0,0,0,0,0,0,0,1,0,0,1,0,411,2,2,0,214,0.005512699,45620,1,0,0,0,,588,0.004690925,1,Fair,581-590,Very Low (<10%),Target (<36%),<1%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,1075,1,1,0,691.2,0.375507618,39755,0,1,8820.7,0,,,0.017386492,1,,,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),1001-1500,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,386,3,2,0,767,0.39905048,35461,0,1,15501,0,,,0.021629396,1,,,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),<500,0
0,19,0,0,0,0,0,0,1,0,0,0,0,0,1165,0,0,0,344.8,0.131277483,52951,0,0,0,0,,527,0.006511681,1,Poor,521-530,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,1989,3,2,0,344.8,0.467184151,49675,0,0,0,0,,,0.006941117,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
1,20,0,0,0,0,0,1,1,0,0,0,0,0,2974,0,2,0,395.2,0.444512348,48846,0,1,11396.7,0,,,0.008090734,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),>2500,0
0,24,0,0,1,0,0,1,1,1,1,1,1,0,1963,1,0,0,776,0.510073661,52195,0,1,4112,0,,644,0.014867324,1,Fair,641-650,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),1501-2000,0
1,21,0,0,1,0,0,1,0,1,1,1,0,0,2623,1,0,0,602.4,0.290029635,51463,0,1,6905.5,1,,,0.011705497,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),>2500,1
0,19,0,0,0,0,0,1,0,0,0,0,0,0,1555,2,2,0,520.8,0.105997644,44352,0,1,17348.8,0,,603,0.011742424,1,Fair,601-610,Low (10-30%),Target (<36%),1–3%,Very High (>15K),1501-2000,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,2659,1,0,0,110.4,0.194007477,22518,0,0,0,0,,610,0.004902744,1,Fair,601-610,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,23,0,0,0,0,0,1,0,0,1,0,0,0,2606,0,0,0,137,0.335655566,27910,0,1,11015,0,,513,0.004908635,1,Poor,511-520,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),>2500,0
0,19,0,0,0,0,0,0,0,0,0,0,0,1,1173,3,3,0,668.8,0,36689,1,0,0,0,,600,0.018228897,1,Fair,591-600,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,24,0,0,1,0,0,0,0,1,0,0,1,1,2305,3,3,0,425,0,20665,0,1,10475,0,,651,0.020566175,1,Fair,651-660,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
0,19,0,0,0,0,0,1,0,0,0,0,1,0,674,2,2,0,348.8,0.207438755,31395,0,0,0,0,,647,0.011110049,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
1,20,0,0,0,0,0,1,0,0,0,0,0,0,1735,3,1,0,717.6,0.473949844,28494,0,1,7683.9,0,,,0.025184249,1,,,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),1501-2000,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,333,0,2,0,640,0.080827853,51312,1,0,0,0,,,0.012472716,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,<500,0
0,20,0,0,1,0,0,0,0,0,0,0,0,0,2092,1,1,0,375.2,0.293132751,52232,0,0,0,1,50,536,0.007183336,1,Poor,531-540,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,1
0,18,0,0,0,0,0,0,0,0,0,0,1,0,550,1,1,1,1386.4,0.258216997,41099,0,1,3993.5,0,,668,0.033733181,1,Fair,661-670,Low (10-30%),Target (<36%),3–5%,Low (1K–5K),501-1000,0
0,25,0,0,0,0,0,0,0,1,0,0,0,0,973,1,2,0,766,0.622006113,18166,0,1,7695,1,,510,0.042166685,1,Poor,501-510,High (60-100%),Target (<36%),3–5%,Moderate (5K–10K),501-1000,1
0,20,0,0,0,0,0,1,1,0,0,0,0,1,2651,3,1,0,329.6,0.045325069,20993,0,1,6283.9,0,,655,0.015700472,1,Fair,651-660,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,989,3,1,0,362.4,0,42319,0,1,5792.5,0,,651,0.008563529,1,Fair,651-660,Very Low (<10%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
1,20,0,0,0,0,0,1,0,0,0,1,0,1,998,3,0,1,718.4,0.267305279,19488,0,0,0,0,,,0.036863711,1,,,Low (10-30%),Target (<36%),3–5%,No debt,501-1000,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2873,0,1,0,67,0.745497565,31591,0,1,4456,0,,546,0.002120857,1,Poor,541-550,High (60-100%),Target (<36%),<1%,Low (1K–5K),>2500,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,1737,1,2,0,24,0.116704351,26876,0,0,0,0,,,0.00089299,1,,,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,0
0,18,0,0,0,0,0,0,0,0,0,0,1,0,2932,3,1,0,381.6,0.158746488,48667,1,0,0,0,,523,0.007841042,1,Poor,521-530,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,24,0,0,0,0,0,1,0,0,0,0,0,0,910,1,0,0,864,0.005329338,34016,1,0,0,0,,663,0.025399812,1,Fair,661-670,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,1977,2,1,0,688,0.138977782,19899,0,0,0,0,,,0.034574602,1,,,Low (10-30%),Target (<36%),3–5%,No debt,1501-2000,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,450,2,2,1,925,0,24161,0,1,3628,0,,643,0.038284839,1,Fair,641-650,Very Low (<10%),Target (<36%),3–5%,Low (1K–5K),<500,0
0,22,0,0,1,0,0,0,0,1,0,0,1,0,1210,2,1,0,34,0.399786918,22353,1,0,0,0,,634,0.001521049,1,Fair,631-640,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,349,2,1,0,955,0.302862614,31365,0,0,0,0,,646,0.030447952,1,Fair,641-650,Moderate (30-60%),Target (<36%),3–5%,No debt,<500,0
0,18,0,0,0,0,0,1,0,0,1,0,0,0,2278,3,1,0,61.6,0.238589112,47488,0,0,0,0,,611,0.00129717,1,Fair,611-620,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
1,18,0,0,0,0,0,0,0,0,0,1,1,0,1648,2,1,1,1060.8,0,21110,0,0,0,1,,,0.050251066,1,,,Very Low (<10%),Target (<36%),5–7%,No debt,1501-2000,1
0,22,0,0,0,0,0,1,0,0,0,0,0,0,124,0,2,0,189,0.249714533,29578,1,1,16427,0,,511,0.006389884,1,Poor,511-520,Low (10-30%),Target (<36%),<1%,Very High (>15K),<500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2722,0,1,0,736,0.101344742,48466,0,1,14383,0,,625,0.015185904,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,High (10K–15K),>2500,0
1,20,0,0,0,0,0,1,0,0,0,0,1,0,2315,0,2,0,601.6,0.25166574,49195,1,0,0,0,,,0.012228885,1,,,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,23,0,0,0,0,0,0,0,0,1,0,0,1,718,1,2,0,118,0,24277,1,0,0,0,,516,0.004860568,1,Poor,511-520,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
0,19,0,0,0,0,0,1,0,0,1,0,0,0,1619,2,2,0,210.4,0.391365209,26412,1,0,0,0,,640,0.007966076,1,Fair,631-640,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,2390,3,2,0,787.2,0.509600424,36227,0,1,10864.7,0,,510,0.021729649,1,Poor,501-510,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2264,2,2,0,626.4,0.125222051,36540,0,1,4505.9,0,,,0.017142857,1,,,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),2001-2500,0
0,22,0,0,1,0,0,0,0,0,0,0,0,1,177,3,1,0,382,0.218112529,44937,0,0,0,1,55.31520429,665,0.00850079,1,Fair,661-670,Low (10-30%),Target (<36%),<1%,No debt,<500,1
1,18,0,0,0,0,0,1,0,0,0,0,1,0,2414,0,1,1,730.4,0.310817356,21880,0,0,0,0,,,0.033382084,1,,,Moderate (30-60%),Target (<36%),3–5%,No debt,2001-2500,0
0,24,0,0,0,0,0,1,1,1,0,1,0,1,2250,0,0,0,138,0.329802578,33271,1,0,0,1,,654,0.004147756,1,Fair,651-660,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,1
0,18,0,0,1,0,0,0,0,0,0,0,1,0,2935,0,0,0,748,0.355537548,24957,0,0,0,1,1453.962216,566,0.029971551,1,Poor,561-570,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,1
1,21,0,0,1,0,0,0,0,1,0,0,0,0,2792,1,0,0,440,0.134858784,25284,0,0,0,1,,,0.01740231,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,1
0,18,0,0,0,0,0,1,0,0,0,0,0,0,1952,2,2,0,284.8,0,19849,0,0,0,0,,561,0.01434833,1,Poor,561-570,Very Low (<10%),Target (<36%),1–3%,No debt,1501-2000,0
1,18,0,0,1,0,0,0,0,1,0,1,1,0,1131,2,0,0,642.4,0,20943,1,0,0,1,,,0.030673733,1,,,Very Low (<10%),Target (<36%),3–5%,No debt,1001-1500,1
0,21,0,0,0,0,0,0,0,0,0,0,0,0,746,2,1,0,389.6,0.247679479,21361,1,0,0,0,,634,0.018238846,1,Fair,631-640,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,23,0,0,1,0,0,1,0,0,0,1,0,0,183,1,0,0,63,0.5772964,40592,0,0,0,0,,503,0.00155203,1,Poor,501-510,Moderate (30-60%),Target (<36%),<1%,No debt,<500,0
0,23,0,0,0,0,0,0,0,0,1,0,0,0,2763,1,0,0,782,0.402496945,50968,0,1,16555,0,,567,0.01534296,1,Poor,561-570,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),>2500,0
0,21,0,0,0,0,0,1,1,0,1,0,1,0,2703,3,1,0,181.6,0.123693848,32471,0,0,0,0,,533,0.005592683,1,Poor,531-540,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1581,3,3,0,455,0.197973312,51108,1,1,14672,0,,,0.008902716,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2048,2,1,0,952,0.263551855,46136,1,0,0,0,,585,0.020634645,1,Fair,581-590,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2585,3,1,1,1104,0.078337695,51360,0,0,0,0,,,0.021495327,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
0,22,0,0,0,0,0,0,0,1,0,0,1,0,1277,1,1,1,1504,0.44019274,31149,0,0,0,0,,540,0.048284054,1,Poor,531-540,Moderate (30-60%),Target (<36%),3–5%,No debt,1001-1500,0
0,23,0,0,0,0,0,0,0,0,1,0,0,0,1356,0,2,0,203,0.205811525,20090,0,1,11251,0,,513,0.01010453,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,24,0,0,0,0,0,0,0,1,0,0,0,0,568,2,1,0,664,0.135745596,32782,1,0,0,0,,642,0.020255018,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
